Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Health Index (VHI),Senegal,1375,Kolda,2020-12-11,0.564, 2020,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2020-12-21,0.594, 2020,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-01-01,0.602, 2021,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-01-11,0.577, 2021,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-01-21,0.52, 2021,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-02-01,0.549, 2021,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-02-11,0.53, 2021,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-02-21,0.547, 2021,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-03-01,0.593, 2021,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-03-11,0.69, 2021,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-03-21,0.708, 2021,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-04-01,0.573, 2021,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-04-11,0.56, 2021,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2021-04-21,0.728, 2021,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-01-01,0.447, 1984,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-01-11,0.46, 1984,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-01-21,0.528, 1984,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-02-01,0.566, 1984,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-02-11,0.648, 1984,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-02-21,0.601, 1984,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-03-01,0.576, 1984,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-03-11,0.549, 1984,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-03-21,0.544, 1984,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-04-01,0.632, 1984,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-04-11,0.582, 1984,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-04-21,0.593, 1984,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-05-01,0.6, 1984,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-05-11,0.562, 1984,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-05-21,0.512, 1984,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-06-01,0.541, 1984,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-06-11,0.616, 1984,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-06-21,0.615, 1984,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-07-01,0.537, 1984,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-07-11,0.49, 1984,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-07-21,0.408, 1984,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-08-01,0.248, 1984,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-08-11,0.153, 1984,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-08-21,0.092, 1984,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-09-01,0.117, 1984,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-09-11,0.225, 1984,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-09-21,0.28, 1984,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-10-01,0.332, 1984,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-10-11,0.384, 1984,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-10-21,0.374, 1984,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-11-01,0.408, 1984,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-11-11,0.424, 1984,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-11-21,0.47, 1984,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-12-01,0.464, 1984,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-12-11,0.488, 1984,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1984-12-21,0.517, 1984,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-01-01,0.49, 1985,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-01-11,0.508, 1985,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-01-21,0.501, 1985,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-02-01,0.5, 1985,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-02-11,0.488, 1985,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-02-21,0.491, 1985,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-03-01,0.474, 1985,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-03-11,0.373, 1985,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-03-21,0.328, 1985,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-04-01,0.404, 1985,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-04-11,0.337, 1985,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-04-21,0.325, 1985,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-05-01,0.391, 1985,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-05-11,0.352, 1985,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-05-21,0.281, 1985,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-06-01,0.197, 1985,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-06-11,0.226, 1985,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-06-21,0.313, 1985,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-07-01,0.401, 1985,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-07-11,0.461, 1985,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-07-21,0.496, 1985,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-08-01,0.481, 1985,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-08-11,0.489, 1985,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-08-21,0.546, 1985,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-09-01,0.646, 1985,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-09-11,0.654, 1985,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-09-21,0.554, 1985,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-10-01,0.417, 1985,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-10-11,0.327, 1985,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-10-21,0.232, 1985,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-11-01,0.208, 1985,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-11-11,0.228, 1985,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-11-21,0.289, 1985,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-12-01,0.361, 1985,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-12-11,0.399, 1985,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1985-12-21,0.4, 1985,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-01-01,0.362, 1986,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-01-11,0.364, 1986,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-01-21,0.371, 1986,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-02-01,0.316, 1986,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-02-11,0.284, 1986,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-02-21,0.248, 1986,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-03-01,0.276, 1986,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-03-11,0.324, 1986,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-03-21,0.386, 1986,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-04-01,0.305, 1986,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-04-11,0.286, 1986,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-04-21,0.284, 1986,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-05-01,0.367, 1986,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-05-11,0.372, 1986,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-05-21,0.332, 1986,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-06-01,0.288, 1986,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-06-11,0.236, 1986,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-06-21,0.18, 1986,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-07-01,0.109, 1986,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-07-11,0.053, 1986,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-07-21,0.088, 1986,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-08-01,0.093, 1986,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-08-11,0.159, 1986,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-08-21,0.262, 1986,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-09-01,0.519, 1986,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-09-11,0.78, 1986,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-09-21,0.848, 1986,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-10-01,0.808, 1986,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-10-11,0.664, 1986,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-10-21,0.502, 1986,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-11-01,0.414, 1986,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-11-11,0.433, 1986,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-11-21,0.407, 1986,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-12-01,0.376, 1986,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-12-11,0.413, 1986,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1986-12-21,0.441, 1986,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-01-01,0.475, 1987,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-01-11,0.418, 1987,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-01-21,0.447, 1987,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-02-01,0.433, 1987,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-02-11,0.447, 1987,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-02-21,0.482, 1987,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-03-01,0.503, 1987,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-03-11,0.559, 1987,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-03-21,0.619, 1987,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-04-01,0.476, 1987,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-04-11,0.465, 1987,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-04-21,0.495, 1987,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-05-01,0.497, 1987,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-05-11,0.446, 1987,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-05-21,0.442, 1987,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-06-01,0.327, 1987,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-06-11,0.265, 1987,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-06-21,0.21, 1987,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-07-01,0.176, 1987,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-07-11,0.226, 1987,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-07-21,0.388, 1987,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-08-01,0.489, 1987,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-08-11,0.506, 1987,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-08-21,0.544, 1987,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-09-01,0.641, 1987,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-09-11,0.738, 1987,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-09-21,0.736, 1987,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-10-01,0.753, 1987,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-10-11,0.813, 1987,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-10-21,0.696, 1987,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-11-01,0.623, 1987,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-11-11,0.592, 1987,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-11-21,0.561, 1987,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-12-01,0.534, 1987,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-12-11,0.579, 1987,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1987-12-21,0.585, 1987,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-01-01,0.575, 1988,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-01-11,0.662, 1988,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-01-21,0.642, 1988,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-02-01,0.634, 1988,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-02-11,0.652, 1988,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-02-21,0.661, 1988,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-03-01,0.604, 1988,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-03-11,0.609, 1988,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-03-21,0.563, 1988,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-04-01,0.579, 1988,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-04-11,0.687, 1988,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-04-21,0.576, 1988,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-05-01,0.571, 1988,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-05-11,0.54, 1988,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-05-21,0.503, 1988,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-06-01,0.433, 1988,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-06-11,0.397, 1988,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-06-21,0.382, 1988,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-07-01,0.368, 1988,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-07-11,0.374, 1988,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-07-21,0.41, 1988,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-08-01,0.498, 1988,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-08-11,0.62, 1988,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-08-21,0.707, 1988,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-09-01,0.767, 1988,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-09-11,0.76, 1988,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-09-21,0.627, 1988,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-10-01,0.564, 1988,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-10-11,0.48, 1988,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-10-21,0.355, 1988,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-11-01,0.337, 1988,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-11-11,0.376, 1988,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-11-21,0.458, 1988,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-12-01,0.473, 1988,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-12-11,0.503, 1988,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1988-12-21,0.513, 1988,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-01-01,0.365, 1989,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-01-11,0.305, 1989,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-01-21,0.385, 1989,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-02-01,0.382, 1989,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-02-11,0.382, 1989,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-02-21,0.327, 1989,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-03-01,0.334, 1989,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-03-11,0.403, 1989,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-03-21,0.438, 1989,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-04-01,0.432, 1989,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-04-11,0.424, 1989,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-04-21,0.396, 1989,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-05-01,0.406, 1989,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-05-11,0.336, 1989,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-05-21,0.316, 1989,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-06-01,0.431, 1989,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-06-11,0.69, 1989,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-06-21,0.855, 1989,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-07-01,0.876, 1989,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-07-11,0.801, 1989,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-07-21,0.624, 1989,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-08-01,0.495, 1989,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-08-11,0.569, 1989,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-08-21,0.621, 1989,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-09-01,0.603, 1989,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-09-11,0.434, 1989,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-09-21,0.284, 1989,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-10-01,0.189, 1989,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-10-11,0.173, 1989,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-10-21,0.186, 1989,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-11-01,0.192, 1989,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-11-11,0.218, 1989,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-11-21,0.255, 1989,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-12-01,0.278, 1989,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-12-11,0.368, 1989,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1989-12-21,0.391, 1989,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-01-01,0.255, 1990,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-01-11,0.17, 1990,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-01-21,0.162, 1990,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-02-01,0.229, 1990,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-02-11,0.27, 1990,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-02-21,0.257, 1990,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-03-01,0.303, 1990,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-03-11,0.238, 1990,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-03-21,0.175, 1990,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-04-01,0.177, 1990,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-04-11,0.247, 1990,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-04-21,0.24, 1990,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-05-01,0.326, 1990,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-05-11,0.301, 1990,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-05-21,0.277, 1990,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-06-01,0.221, 1990,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-06-11,0.191, 1990,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,1990-06-21,0.237, 1990,06,3, ,FAO-ASIS
