Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1970","1970","ha","700","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1970","1970","100 g/ha","171429","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1970","1970","t","12000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1971","1971","ha","600","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1971","1971","100 g/ha","166667","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1971","1971","t","10000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1972","1972","ha","900","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1972","1972","100 g/ha","166667","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1972","1972","t","15000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1973","1973","ha","1100","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1973","1973","100 g/ha","163636","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1973","1973","t","18000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1974","1974","ha","1200","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1974","1974","100 g/ha","166667","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1974","1974","t","20000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1975","1975","ha","1400","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1975","1975","100 g/ha","165000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1975","1975","t","23100","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1976","1976","ha","1500","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1976","1976","100 g/ha","166667","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1976","1976","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1977","1977","ha","1550","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1977","1977","100 g/ha","167742","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1977","1977","t","26000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1978","1978","ha","1600","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1978","1978","100 g/ha","168750","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1978","1978","t","27000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1979","1979","ha","1650","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1979","1979","100 g/ha","169697","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1979","1979","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1980","1980","ha","1700","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1980","1980","100 g/ha","170588","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1980","1980","t","29000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1981","1981","ha","1760","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1981","1981","100 g/ha","170455","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1981","1981","t","30000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1982","1982","ha","1780","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1982","1982","100 g/ha","168539","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1982","1982","t","30000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1983","1983","ha","1780","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1983","1983","100 g/ha","168539","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1983","1983","t","30000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1984","1984","ha","1790","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1984","1984","100 g/ha","167598","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1984","1984","t","30000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1985","1985","ha","1800","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1985","1985","100 g/ha","172222","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1985","1985","t","31000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1986","1986","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1986","1986","100 g/ha","160000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1986","1986","t","32000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1987","1987","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1987","1987","100 g/ha","160000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1987","1987","t","32000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1988","1988","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1988","1988","100 g/ha","160000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1988","1988","t","32000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1989","1989","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1989","1989","100 g/ha","175475","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1989","1989","t","35095","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1990","1990","ha","2054","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1990","1990","100 g/ha","165219","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1990","1990","t","33936","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1991","1991","ha","2213","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1991","1991","100 g/ha","171739","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1991","1991","t","38002","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1992","1992","ha","1744","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1992","1992","100 g/ha","179478","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1992","1992","t","31301","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1993","1993","ha","2358","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1993","1993","100 g/ha","191518","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1993","1993","t","45160","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1994","1994","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1994","1994","100 g/ha","184250","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1994","1994","t","36850","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1995","1995","ha","1800","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1995","1995","100 g/ha","174222","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1995","1995","t","31360","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1996","1996","ha","3380","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1996","1996","100 g/ha","188713","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1996","1996","t","63785","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1997","1997","ha","3500","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1997","1997","100 g/ha","208571","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1997","1997","t","73000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1998","1998","ha","3982","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1998","1998","100 g/ha","203659","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1998","1998","t","81097","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1999","1999","ha","4877","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","1999","1999","100 g/ha","183617","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1999","1999","t","89550","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2000","2000","ha","4879","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2000","2000","100 g/ha","163427","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2000","2000","t","79736","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2001","2001","ha","4817","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2001","2001","100 g/ha","190359","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2001","2001","t","91696","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2002","2002","ha","4877","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2002","2002","100 g/ha","160480","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2002","2002","t","78266","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2003","2003","ha","2600","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2003","2003","100 g/ha","180000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2003","2003","t","46800","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2004","2004","ha","1600","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2004","2004","100 g/ha","250000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2004","2004","t","40000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","ha","1800","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","100 g/ha","250000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","t","45000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","ha","2400","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","100 g/ha","250000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","t","60000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","ha","5100","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","100 g/ha","278431","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","t","142000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","ha","4000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","100 g/ha","375000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","t","150000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","ha","6400","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","100 g/ha","250000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","t","160000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","ha","7500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","100 g/ha","213333","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","t","160000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","ha","6576","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","100 g/ha","288929","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","t","190000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","ha","6839","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","100 g/ha","307077","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","t","210000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","ha","8133","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","100 g/ha","282812","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","t","230000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","ha","8518","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","100 g/ha","287616","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","t","245000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","ha","12456","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","100 g/ha","295046","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","t","367500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","ha","13256","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","100 g/ha","296648","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","t","393225","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","ha","13452","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","100 g/ha","297356","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","t","400000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","ha","15348","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","100 g/ha","299709","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","t","460000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","ha","14465","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","100 g/ha","307560","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","t","444871","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","13484","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","100 g/ha","305778","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","412305","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","ha","14103","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","100 g/ha","308438","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","t","435000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","13501","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","100 g/ha","311099","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","420000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1961","1961","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01323","Oranges","1961","1961","100 g/ha","30000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","1961","1961","t","3000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1962","1962","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01323","Oranges","1962","1962","100 g/ha","30000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","1962","1962","t","3000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1963","1963","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01323","Oranges","1963","1963","100 g/ha","30000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","1963","1963","t","3000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1964","1964","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01323","Oranges","1964","1964","100 g/ha","30000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","1964","1964","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1965","1965","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01323","Oranges","1965","1965","100 g/ha","20000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","1965","1965","t","2000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1966","1966","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01323","Oranges","1966","1966","100 g/ha","20000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","1966","1966","t","2000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1967","1967","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01323","Oranges","1967","1967","100 g/ha","10000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","1967","1967","t","1000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1968","1968","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01323","Oranges","1968","1968","100 g/ha","20000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","1968","1968","t","2000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1969","1969","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01323","Oranges","1969","1969","100 g/ha","20000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","1969","1969","t","2000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","1970","1970","ha","1000","E","Estimated value",""
